"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"41","Riley Nash","NYR","C","1","11.083333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"45","Robert Bortuzzo","NYI, STL","D","26","357.53333333333","0","0","0","0","0","0.00","11","0.00","0.73","25","18","7","2","0","6","25","11","10","1","0","4","3","4","33","45","46","0","0","-"
"121","Alex Petrovic","DAL","D","1","12.866666666667","0","0","0","0","0","0.00","2","0.00","0.08","4","3","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","-"
"151","Max McCormick","SEA","L","1","5.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"209","Derrick Pouliot","DAL","D","5","60.7","0","0","0","0","0","0.00","5","0.00","0.09","8","5","4","0","0","1","0","0","0","0","0","0","0","1","4","12","5","0","0","-"
"221","Jujhar Khaira","MIN","L","1","8.0833333333333","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0.00"
"245","Jayson Megna","BOS","C","1","11.75","0","0","0","0","0","-","0","-","0.05","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"246","Scott Sabourin","S.J","R","3","27.833333333333","0","0","0","0","0","-","3","0.00","0.36","3","3","1","1","0","0","9","2","1","1","0","1","0","0","10","1","1","0","2","0.00"
"249","Anton Blidh","NYR","L","1","5.35","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","2","1","1","0","0","1","0","0","1","0","0","0","0","-"
"259","John Hayden","SEA","C","2","13.45","0","0","0","0","0","-","1","0.00","0.02","2","2","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","1","1","50.00"
"277","Robert Hagg","ANA","D","5","63.916666666667","0","0","0","0","0","-","6","0.00","0.21","11","8","4","0","0","0","4","2","2","0","0","3","3","0","13","4","10","0","0","-"
"279","Gustav Olofsson","SEA","D","1","14.95","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","-"
"344","Justin Kirkland","ARI","C","2","14.45","0","0","0","0","0","-","1","0.00","0.1","1","1","1","1","0","1","0","0","0","0","0","0","1","0","5","2","1","8","4","66.67"
"361","Oskar Lindblom","S.J","L","1","11.933333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"370","Bokondji Imama","OTT","L","6","33.516666666667","0","0","0","0","0","0.00","1","0.00","0.16","8","5","3","0","0","1","7","2","1","1","0","1","1","0","22","3","1","0","0","-"
"379","Colin White","MTL, PIT","C","28","266.63333333333","0","0","0","0","0","0.00","16","0.00","2.27","43","33","25","10","2","3","4","2","2","0","0","2","9","9","22","20","12","48","77","38.40"
"402","Glenn Gawdin","ANA","C","1","7.5833333333333","0","0","0","0","0","-","0","-","0.15","2","1","1","0","0","0","2","1","1","0","0","0","0","0","4","0","1","2","3","40.00"
"440","Adam Gaudette","STL","C","2","19.6","0","0","0","0","0","0.00","0","-","0.06","1","1","1","0","0","1","4","2","2","0","0","0","0","1","4","0","1","0","0","-"
"441","Brett Seney","CHI","L","4","41.383333333333","0","0","0","0","0","0.00","1","0.00","0.06","3","2","1","0","0","0","6","3","3","0","0","1","5","0","7","3","6","4","8","33.33"
"446","Samuel Laberge","N.J","L","2","6.1833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","-"
"449","Philippe Myers","T.B","D","5","58.466666666667","0","0","0","0","0","0.00","6","0.00","0.15","17","9","4","0","0","1","2","1","1","0","0","0","0","0","8","5","6","0","0","-"
"451","Andrew Poturalski","SEA","C","2","13.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","100.00"
"484","Victor Mete","PHI","D","1","10.866666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"498","Brett Murray","BUF","L","2","15.933333333333","0","0","0","0","0","-","1","0.00","0.13","1","1","1","1","1","0","2","1","1","0","0","0","0","1","4","3","0","1","0","100.00"
"506","Rem Pitlick","CHI","C","9","140.28333333333","0","0","0","0","0","0.00","13","0.00","2.42","25","21","21","9","2","5","2","1","1","0","0","0","4","3","7","9","6","5","5","50.00"
"510","Joona Koppanen","PIT","L","4","26.6","0","0","0","0","0","-","4","0.00","0.13","5","4","2","0","0","0","0","0","0","0","0","1","0","0","3","6","2","2","8","20.00"
"517","Rhett Gardner","PHI","C","1","7.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","0","100.00"
"521","Dylan Coghlan","CAR","D","1","17.983333333333","0","0","0","0","0","-","3","0.00","0.04","5","4","1","1","0","2","0","0","0","0","0","0","0","0","1","2","3","0","0","-"
"528","Zach Aston-Reese","DET","C","3","15.466666666667","0","0","0","0","0","-","1","0.00","0.13","1","1","1","1","0","1","2","1","1","0","0","0","0","0","3","2","0","0","0","-"
"538","Cale Fleury","SEA","D","1","13.5","0","0","0","0","0","0.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","-"
"539","Kole Lind","SEA","R","1","5.9833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0.00"
"541","Jake Leschyshyn","NYR","C","1","6.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"564","Shane Bowers","N.J","C","8","75.65","0","0","0","0","0","0.00","7","0.00","0.4","12","8","4","3","0","0","0","0","0","0","0","0","0","0","2","7","3","7","15","31.82"
"577","Cameron Crotty","ARI","D","1","10.05","0","0","0","0","0","-","0","-","0.02","4","2","0","0","0","1","0","0","0","0","0","0","0","0","4","0","2","0","0","-"
"592","Jacob Peterson","S.J","C","6","79.5","0","0","0","0","0","0.00","3","0.00","0.74","5","5","5","2","0","1","2","1","1","0","0","2","0","0","5","3","5","15","33","31.25"
"595","Marián Studenic","SEA","R","2","16.216666666667","0","0","0","0","0","-","1","0.00","0.17","2","2","2","2","0","0","2","1","1","0","0","0","0","0","4","2","0","0","0","-"
"599","Sammy Walker","MIN","C","4","37.45","0","0","0","0","0","-","3","0.00","0.12","5","4","2","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0.00"
"600","Philip Kemp","EDM","D","1","2.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"604","Grant Hutton","NYI","D","2","17.533333333333","0","0","0","0","0","0.00","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","0","-"
"636","Grigori Denisenko","VGK","L","6","65.083333333333","0","0","0","0","0","0.00","5","0.00","0.55","8","7","5","4","1","1","2","1","1","0","0","0","0","1","14","7","2","0","0","-"
"665","Linus Karlsson","VAN","C","4","40.583333333333","0","0","0","0","0","0.00","4","0.00","0.94","8","6","5","3","1","2","0","0","0","0","0","2","0","1","3","3","2","2","7","22.22"
"675","Hugh McGing","STL","L","5","41.9","0","0","0","0","0","0.00","4","0.00","0.5","5","4","4","2","0","0","0","0","0","0","0","2","1","3","6","3","3","1","6","14.29"
"688","Joe Snively","WSH","C","3","25.033333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","-"
"702","Raphael Lavoie","EDM","C","7","51","0","0","0","0","0","-","4","0.00","0.3","9","6","7","2","0","1","2","1","1","0","0","0","0","1","11","3","1","0","2","0.00"
"721","Graeme Clarke","N.J","R","3","34.15","0","0","0","0","0","0.00","2","0.00","0.2","9","4","4","0","0","1","2","1","1","0","0","0","0","1","6","1","0","0","1","0.00"
"725","Egor Afanasyev","NSH","L","2","25.983333333333","0","0","0","0","0","-","5","0.00","0.2","6","6","2","0","1","0","0","0","0","0","0","0","1","0","6","4","2","0","0","-"
"726","Sam Poulin","PIT","R","3","23.366666666667","0","0","0","0","0","-","2","0.00","0.05","5","3","1","0","1","1","2","1","1","0","0","0","1","0","5","5","3","5","7","41.67"
"730","Philip Broberg","EDM","D","10","105.26666666667","0","0","0","0","0","0.00","4","0.00","0.18","10","6","3","1","0","1","0","0","0","0","0","0","2","2","3","14","7","0","0","-"
"731","Victor Soderstrom","ARI","D","3","45.566666666667","0","0","0","0","0","0.00","1","0.00","0.04","4","1","2","0","0","0","0","0","0","0","0","0","1","0","3","11","6","0","0","-"
"732","Tobias Bjornfot","FLA, L.A, VGK","D","4","55.233333333333","0","0","0","0","0","-","1","0.00","0.01","3","2","1","0","0","0","2","1","1","0","0","0","2","0","3","12","7","0","0","-"
"742","Cole Schwindt","CGY","R","4","27.166666666667","0","0","0","0","0","-","1","0.00","0.22","3","3","2","2","0","0","2","1","1","0","0","0","1","0","5","4","1","6","2","75.00"
"744","Maxence Guenette","OTT","D","7","96.516666666667","0","0","0","0","0","0.00","6","0.00","0.19","21","8","8","1","0","3","2","1","1","0","0","0","3","1","6","4","6","0","0","-"
"745","Tyler Angle","CBJ","C","2","16.666666666667","0","0","0","0","0","-","0","-","0.02","2","1","1","0","0","0","0","0","0","0","0","1","0","0","5","1","1","3","6","33.33"
"763","Connor Mackey","NYR","D","1","16.45","0","0","0","0","0","0.00","1","0.00","0.01","2","1","0","0","0","0","5","1","0","1","0","1","2","0","1","3","3","0","0","-"
"771","Justin Sourdif","FLA","R","3","26.516666666667","0","0","0","0","0","-","2","0.00","0.1","2","2","1","1","0","0","0","0","0","0","0","1","1","0","5","4","2","0","0","-"
"791","Emil Andrae","PHI","D","4","52","0","0","0","0","0","0.00","0","-","0","2","0","2","1","0","0","0","0","0","0","0","0","1","0","2","5","6","0","0","-"
"795","Jack Thompson","S.J, T.B","D","2","27.616666666667","0","0","0","0","0","0.00","2","0.00","0.02","4","2","1","0","0","0","0","0","0","0","0","0","0","1","3","2","1","0","0","-"
"796","Mavrik Bourque","DAL","C","1","10.933333333333","0","0","0","0","0","-","2","0.00","0.24","7","5","3","1","0","0","0","0","0","0","0","0","0","0","1","3","0","2","4","33.33"
"806","Yan Kuznetsov","CGY","D","1","11.966666666667","0","0","0","0","0","-","2","0.00","0.15","4","3","1","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","-"
"813","Adam Raska","MIN","R","5","34.05","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","11","3","1","0","0","-"
"814","Gage Goncalves","T.B","C","2","19.916666666667","0","0","0","0","0","-","0","-","0.08","1","1","1","1","0","0","6","3","3","0","0","1","0","1","2","5","0","0","1","0.00"
"818","Callahan Burke","CAR","C","1","7.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","-"
"824","Emil Heineman","MTL","L","4","39.816666666667","0","0","0","0","0","0.00","0","-","0.25","4","2","2","1","0","1","0","0","0","0","0","0","1","0","4","4","1","0","2","0.00"
"829","Alex Steeves","TOR","C","1","10.233333333333","0","0","0","0","0","-","1","0.00","0.32","3","3","2","1","0","0","0","0","0","0","0","0","0","1","6","1","0","0","0","-"
"835","Scott Morrow","CAR","D","2","36.766666666667","0","0","0","0","0","0.00","6","0.00","0.14","11","8","3","0","0","1","0","0","0","0","0","0","1","0","1","1","2","0","0","-"
"843","Oskar Olausson","COL","R","1","11.833333333333","0","0","0","0","0","-","2","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","-"
"844","Mackie Samoskevich","FLA","R","7","84.266666666667","0","0","0","0","0","-","11","0.00","0.99","17","15","9","4","1","1","0","0","0","0","0","1","5","1","5","10","3","0","1","0.00"
"852","Brennan Othmann","NYR","L","3","27.25","0","0","0","0","0","-","6","0.00","0.31","9","7","2","2","0","1","0","0","0","0","0","0","0","0","5","4","1","0","0","-"
"854","Ryan Winterton","SEA","C","9","84.05","0","0","0","0","0","0.00","10","0.00","0.69","18","16","8","3","2","1","0","0","0","0","0","0","1","4","8","12","4","0","1","0.00"
"856","Isak Rosen","BUF","R","7","60.1","0","0","0","0","0","-","8","0.00","0.56","11","8","4","4","0","1","0","0","0","0","0","2","0","2","0","6","2","1","5","16.67"
"857","Zach Dean","STL","C","8","83.933333333333","0","0","0","0","0","-","8","0.00","0.89","14","13","8","4","0","1","6","2","2","0","0","1","3","5","7","14","4","20","19","51.28"
"859","Ethan Del Mastro","CHI","D","2","37.15","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","-"
"860","Jackson Blake","CAR","R","1","15.3","0","0","0","0","0","-","2","0.00","0.43","4","3","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"862","Zack Ostapchuk","OTT","C","7","73.483333333333","0","0","0","0","0","0.00","5","0.00","0.4","7","6","7","2","2","2","0","0","0","0","0","1","1","4","13","8","6","11","30","26.83"
"863","Vincent Iorio","WSH","D","6","58.95","0","0","0","0","0","0.00","6","0.00","0.14","9","6","3","0","0","2","0","0","0","0","0","1","5","1","3","10","3","0","0","-"
"866","Logan Morrison","SEA","C","4","52.533333333333","0","0","0","0","0","0.00","6","0.00","0.92","16","10","7","5","0","0","0","0","0","0","0","1","0","3","2","4","8","14","17","45.16"
"867","Cameron Butler","CBJ","R","1","0.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"868","Arshdeep Bains","VAN","L","8","94.45","0","0","0","0","0","-","4","0.00","0.51","10","6","6","3","1","0","6","3","3","0","0","3","1","1","7","9","2","0","2","0.00"
"870","Declan Carlile","T.B","D","1","11.45","0","0","0","0","0","0.00","0","-","0.03","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","2","0","0","-"
"871","Marc Johnstone","PIT","R","1","7.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","100.00"
"872","Brandon Scanlin","NYR","D","1","10.766666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"878","Jiri Kulich","BUF","C","1","14.883333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0.00"
"880","Fraser Minten","TOR","C","4","45.733333333333","0","0","0","0","0","0.00","3","0.00","0.79","11","7","6","3","0","1","2","1","1","0","0","1","2","0","3","5","1","18","19","48.65"
"887","Matt Savoie","BUF","C","1","3.9166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"890","Brian Halonen","N.J","L","2","16.566666666667","0","0","0","0","0","-","2","0.00","0.21","4","4","1","1","0","1","0","0","0","0","0","0","0","1","2","4","0","0","1","0.00"
"891","Marshall Rifai","TOR","D","2","23.316666666667","0","0","0","0","0","0.00","1","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","0","0","5","4","1","0","0","-"
"892","Lucas Condotta","MTL","L","3","22.5","0","0","0","0","0","0.00","2","0.00","0.22","3","3","1","1","0","1","0","0","0","0","0","2","1","0","4","1","1","5","5","50.00"
"894","Georgii Merkulov","BOS","C","4","42.316666666667","0","0","0","0","0","0.00","3","0.00","0.19","7","3","3","1","0","1","0","0","0","0","0","0","0","0","2","4","4","6","22","21.43"
"897","Adam Klapka","CGY","R","5","31.966666666667","0","0","0","0","0","-","2","0.00","0.21","2","2","2","2","0","0","14","3","2","0","1","1","1","1","14","6","2","0","1","0.00"
"898","Filip Roos","CHI","D","4","58.916666666667","0","0","0","0","0","0.00","2","0.00","0.02","7","4","0","0","0","1","0","0","0","0","0","0","2","0","7","1","2","0","0","-"
"899","Pavol Regenda","ANA","L","5","57.816666666667","0","0","0","0","0","-","7","0.00","0.49","10","8","6","2","1","0","2","1","1","0","0","0","0","4","11","4","5","1","5","16.67"
"900","Maksymilian Szuber","ARI","D","1","16.983333333333","0","0","0","0","0","-","1","0.00","0.03","2","2","0","0","0","0","2","1","1","0","0","0","0","1","2","0","1","0","0","-"
"902","Pierrick Dube","WSH","R","3","27.983333333333","0","0","0","0","0","0.00","3","0.00","0.37","6","5","4","1","0","0","2","1","1","0","0","1","0","0","2","2","3","0","1","0.00"
"905","Gavin Brindley","CBJ","C","1","12.333333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"908","Bradly Nadeau","CAR","L","1","19.133333333333","0","0","0","0","0","-","3","0.00","0.32","7","5","4","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","-"
"909","Akito Hirose","VAN","D","3","36.316666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","5","0","0","-"
"912","Ondrej Pavel","COL","C","2","12.2","0","0","0","0","0","-","3","0.00","0.38","5","4","4","2","0","1","2","1","1","0","0","0","0","1","0","4","0","3","6","33.33"
"913","Cole McWard","VAN","D","1","9.0833333333333","0","0","0","0","0","-","1","0.00","0.14","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"916","Nikolas Matinpalo","OTT","D","4","28.016666666667","0","0","0","0","0","0.00","2","0.00","0.02","7","3","2","0","0","0","0","0","0","0","0","0","1","0","2","6","2","0","0","-"
